Period,Year,Month,Item,Category,Archetype,Site,Region,Climate,Demand,Actual_Issue,Lost_Sales,Returns,Promo_Flag,Unit_Price
2021-04,2021,4,Brake Pads Set,Brakes,stable,Phoenix West,Southwest,hot,476,476,0,6,0,535.04
2021-05,2021,5,Brake Pads Set,Brakes,stable,Phoenix West,Southwest,hot,458,458,0,6,0,535.04
2021-06,2021,6,Brake Pads Set,Brakes,stable,Phoenix West,Southwest,hot,405,405,0,9,0,535.04
2021-07,2021,7,Brake Pads Set,Brakes,stable,Phoenix West,Southwest,hot,410,410,0,4,0,535.04
2021-08,2021,8,Brake Pads Set,Brakes,stable,Phoenix West,Southwest,hot,414,414,0,4,0,535.04
2021-09,2021,9,Brake Pads Set,Brakes,stable,Phoenix West,Southwest,hot,386,378,8,4,0,535.04
2021-10,2021,10,Brake Pads Set,Brakes,stable,Phoenix West,Southwest,hot,383,383,0,4,0,535.04
2021-11,2021,11,Brake Pads Set,Brakes,stable,Phoenix West,Southwest,hot,432,432,0,10,0,535.04
2021-12,2021,12,Brake Pads Set,Brakes,stable,Phoenix West,Southwest,hot,406,406,0,6,0,535.04
2022-01,2022,1,Brake Pads Set,Brakes,stable,Phoenix West,Southwest,hot,376,376,0,13,0,535.04
2022-02,2022,2,Brake Pads Set,Brakes,stable,Phoenix West,Southwest,hot,396,396,0,4,0,535.04
2022-03,2022,3,Brake Pads Set,Brakes,stable,Phoenix West,Southwest,hot,437,424,13,8,0,535.04
2022-04,2022,4,Brake Pads Set,Brakes,stable,Phoenix West,Southwest,hot,419,419,0,7,0,535.04
2022-05,2022,5,Brake Pads Set,Brakes,stable,Phoenix West,Southwest,hot,451,451,0,7,0,535.04
2022-06,2022,6,Brake Pads Set,Brakes,stable,Phoenix West,Southwest,hot,430,430,0,11,0,535.04
2022-07,2022,7,Brake Pads Set,Brakes,stable,Phoenix West,Southwest,hot,387,387,0,12,0,535.04
2022-08,2022,8,Brake Pads Set,Brakes,stable,Phoenix West,Southwest,hot,413,413,0,10,0,535.04
2022-09,2022,9,Brake Pads Set,Brakes,stable,Phoenix West,Southwest,hot,394,394,0,5,0,535.04
2022-10,2022,10,Brake Pads Set,Brakes,stable,Phoenix West,Southwest,hot,340,340,0,4,0,535.04
2022-11,2022,11,Brake Pads Set,Brakes,stable,Phoenix West,Southwest,hot,453,453,0,9,0,535.04
2022-12,2022,12,Brake Pads Set,Brakes,stable,Phoenix West,Southwest,hot,392,392,0,5,0,535.04
2023-01,2023,1,Brake Pads Set,Brakes,stable,Phoenix West,Southwest,hot,346,346,0,8,0,535.04
2023-02,2023,2,Brake Pads Set,Brakes,stable,Phoenix West,Southwest,hot,376,376,0,7,0,535.04
2023-03,2023,3,Brake Pads Set,Brakes,stable,Phoenix West,Southwest,hot,405,400,5,7,0,535.04
2023-04,2023,4,Brake Pads Set,Brakes,stable,Phoenix West,Southwest,hot,421,421,0,10,0,535.04
2023-05,2023,5,Brake Pads Set,Brakes,stable,Phoenix West,Southwest,hot,408,399,9,8,0,535.04
2023-06,2023,6,Brake Pads Set,Brakes,stable,Phoenix West,Southwest,hot,398,394,4,2,0,535.04
2023-07,2023,7,Brake Pads Set,Brakes,stable,Phoenix West,Southwest,hot,438,438,0,3,0,535.04
2023-08,2023,8,Brake Pads Set,Brakes,stable,Phoenix West,Southwest,hot,400,389,11,7,0,535.04
2023-09,2023,9,Brake Pads Set,Brakes,stable,Phoenix West,Southwest,hot,392,380,12,6,0,535.04
2023-10,2023,10,Brake Pads Set,Brakes,stable,Phoenix West,Southwest,hot,392,376,16,5,0,535.04
2023-11,2023,11,Brake Pads Set,Brakes,stable,Phoenix West,Southwest,hot,425,425,0,7,0,535.04
2023-12,2023,12,Brake Pads Set,Brakes,stable,Phoenix West,Southwest,hot,338,338,0,8,0,535.04
2024-01,2024,1,Brake Pads Set,Brakes,stable,Phoenix West,Southwest,hot,387,374,13,9,0,535.04
2024-02,2024,2,Brake Pads Set,Brakes,stable,Phoenix West,Southwest,hot,356,356,0,6,0,535.04
2024-03,2024,3,Brake Pads Set,Brakes,stable,Phoenix West,Southwest,hot,417,417,0,6,0,535.04
2024-04,2024,4,Brake Pads Set,Brakes,stable,Phoenix West,Southwest,hot,419,416,3,6,0,535.04
2024-05,2024,5,Brake Pads Set,Brakes,stable,Phoenix West,Southwest,hot,450,445,5,8,0,535.04
2024-06,2024,6,Brake Pads Set,Brakes,stable,Phoenix West,Southwest,hot,447,447,0,6,0,535.04
2024-07,2024,7,Brake Pads Set,Brakes,stable,Phoenix West,Southwest,hot,405,405,0,7,0,535.04
2024-08,2024,8,Brake Pads Set,Brakes,stable,Phoenix West,Southwest,hot,373,373,0,8,0,535.04
2024-09,2024,9,Brake Pads Set,Brakes,stable,Phoenix West,Southwest,hot,419,419,0,4,0,535.04
2024-10,2024,10,Brake Pads Set,Brakes,stable,Phoenix West,Southwest,hot,362,354,8,0,0,535.04
2024-11,2024,11,Brake Pads Set,Brakes,stable,Phoenix West,Southwest,hot,405,405,0,5,0,535.04
2024-12,2024,12,Brake Pads Set,Brakes,stable,Phoenix West,Southwest,hot,442,442,0,11,0,535.04
2025-01,2025,1,Brake Pads Set,Brakes,stable,Phoenix West,Southwest,hot,400,400,0,8,0,535.04
2025-02,2025,2,Brake Pads Set,Brakes,stable,Phoenix West,Southwest,hot,435,435,0,5,0,535.04
2021-01,2021,1,Brake Pads Set,Brakes,stable,Denver Central,Mountain,cold,424,424,0,8,0,272.08
2021-02,2021,2,Brake Pads Set,Brakes,stable,Denver Central,Mountain,cold,418,414,4,8,0,272.08
2021-03,2021,3,Brake Pads Set,Brakes,stable,Denver Central,Mountain,cold,387,387,0,3,0,272.08
2021-04,2021,4,Brake Pads Set,Brakes,stable,Denver Central,Mountain,cold,420,420,0,9,0,272.08
2021-05,2021,5,Brake Pads Set,Brakes,stable,Denver Central,Mountain,cold,453,453,0,18,0,272.08
2021-06,2021,6,Brake Pads Set,Brakes,stable,Denver Central,Mountain,cold,447,447,0,15,0,272.08
2021-07,2021,7,Brake Pads Set,Brakes,stable,Denver Central,Mountain,cold,341,341,0,3,0,272.08
2021-08,2021,8,Brake Pads Set,Brakes,stable,Denver Central,Mountain,cold,341,341,0,8,0,272.08
2021-09,2021,9,Brake Pads Set,Brakes,stable,Denver Central,Mountain,cold,407,405,2,7,0,272.08
2021-10,2021,10,Brake Pads Set,Brakes,stable,Denver Central,Mountain,cold,327,327,0,10,0,272.08
2021-11,2021,11,Brake Pads Set,Brakes,stable,Denver Central,Mountain,cold,341,341,0,3,0,272.08
2021-12,2021,12,Brake Pads Set,Brakes,stable,Denver Central,Mountain,cold,372,372,0,12,0,272.08
2022-01,2022,1,Brake Pads Set,Brakes,stable,Denver Central,Mountain,cold,391,383,8,11,0,272.08
2022-02,2022,2,Brake Pads Set,Brakes,stable,Denver Central,Mountain,cold,384,384,0,5,0,272.08
2022-03,2022,3,Brake Pads Set,Brakes,stable,Denver Central,Mountain,cold,375,375,0,4,0,272.08
2022-04,2022,4,Brake Pads Set,Brakes,stable,Denver Central,Mountain,cold,377,377,0,11,0,272.08
2022-05,2022,5,Brake Pads Set,Brakes,stable,Denver Central,Mountain,cold,393,393,0,5,0,272.08
2022-06,2022,6,Brake Pads Set,Brakes,stable,Denver Central,Mountain,cold,361,361,0,8,0,272.08
2022-07,2022,7,Brake Pads Set,Brakes,stable,Denver Central,Mountain,cold,447,447,0,14,0,272.08
2022-08,2022,8,Brake Pads Set,Brakes,stable,Denver Central,Mountain,cold,378,378,0,8,0,272.08
2022-09,2022,9,Brake Pads Set,Brakes,stable,Denver Central,Mountain,cold,388,388,0,7,0,272.08
2022-10,2022,10,Brake Pads Set,Brakes,stable,Denver Central,Mountain,cold,344,338,6,7,0,272.08
2022-11,2022,11,Brake Pads Set,Brakes,stable,Denver Central,Mountain,cold,377,377,0,4,0,272.08
2022-12,2022,12,Brake Pads Set,Brakes,stable,Denver Central,Mountain,cold,364,364,0,13,0,272.08
2023-01,2023,1,Brake Pads Set,Brakes,stable,Denver Central,Mountain,cold,298,298,0,5,0,272.08
2023-02,2023,2,Brake Pads Set,Brakes,stable,Denver Central,Mountain,cold,346,346,0,5,0,272.08
2023-03,2023,3,Brake Pads Set,Brakes,stable,Denver Central,Mountain,cold,358,358,0,6,0,272.08
2023-04,2023,4,Brake Pads Set,Brakes,stable,Denver Central,Mountain,cold,329,317,12,12,0,272.08
2023-05,2023,5,Brake Pads Set,Brakes,stable,Denver Central,Mountain,cold,358,358,0,4,0,272.08
2023-06,2023,6,Brake Pads Set,Brakes,stable,Denver Central,Mountain,cold,428,428,0,12,0,272.08
2023-07,2023,7,Brake Pads Set,Brakes,stable,Denver Central,Mountain,cold,394,394,0,10,0,272.08
2023-08,2023,8,Brake Pads Set,Brakes,stable,Denver Central,Mountain,cold,408,404,4,11,0,272.08
2023-09,2023,9,Brake Pads Set,Brakes,stable,Denver Central,Mountain,cold,374,374,0,14,0,272.08
2023-10,2023,10,Brake Pads Set,Brakes,stable,Denver Central,Mountain,cold,383,383,0,11,0,272.08
2023-11,2023,11,Brake Pads Set,Brakes,stable,Denver Central,Mountain,cold,354,354,0,12,0,272.08
2023-12,2023,12,Brake Pads Set,Brakes,stable,Denver Central,Mountain,cold,404,391,13,5,0,272.08
2024-01,2024,1,Brake Pads Set,Brakes,stable,Denver Central,Mountain,cold,400,400,0,11,0,272.08
2024-02,2024,2,Brake Pads Set,Brakes,stable,Denver Central,Mountain,cold,389,389,0,8,0,272.08
2024-03,2024,3,Brake Pads Set,Brakes,stable,Denver Central,Mountain,cold,411,411,0,9,0,272.08
2024-04,2024,4,Brake Pads Set,Brakes,stable,Denver Central,Mountain,cold,414,408,6,12,0,272.08
2024-05,2024,5,Brake Pads Set,Brakes,stable,Denver Central,Mountain,cold,378,376,2,14,0,272.08
2024-06,2024,6,Brake Pads Set,Brakes,stable,Denver Central,Mountain,cold,353,353,0,9,0,272.08
2024-07,2024,7,Brake Pads Set,Brakes,stable,Denver Central,Mountain,cold,342,335,7,7,0,272.08
2024-08,2024,8,Brake Pads Set,Brakes,stable,Denver Central,Mountain,cold,371,371,0,7,0,272.08
2024-09,2024,9,Brake Pads Set,Brakes,stable,Denver Central,Mountain,cold,392,392,0,7,0,272.08
2024-10,2024,10,Brake Pads Set,Brakes,stable,Denver Central,Mountain,cold,335,335,0,6,0,272.08
2024-11,2024,11,Brake Pads Set,Brakes,stable,Denver Central,Mountain,cold,384,384,0,7,0,272.08
2024-12,2024,12,Brake Pads Set,Brakes,stable,Denver Central,Mountain,cold,405,395,10,5,0,272.08
2025-01,2025,1,Brake Pads Set,Brakes,stable,Denver Central,Mountain,cold,417,417,0,5,0,272.08
2025-02,2025,2,Brake Pads Set,Brakes,stable,Denver Central,Mountain,cold,434,434,0,11,0,272.08
2021-01,2021,1,Brake Pads Set,Brakes,stable,Seattle Pacific,Northwest,wet,417,417,0,10,0,518.19
2021-02,2021,2,Brake Pads Set,Brakes,stable,Seattle Pacific,Northwest,wet,504,496,8,12,0,518.19
2021-03,2021,3,Brake Pads Set,Brakes,stable,Seattle Pacific,Northwest,wet,441,441,0,10,0,518.19
2021-04,2021,4,Brake Pads Set,Brakes,stable,Seattle Pacific,Northwest,wet,479,479,0,14,0,518.19
2021-05,2021,5,Brake Pads Set,Brakes,stable,Seattle Pacific,Northwest,wet,394,383,11,16,0,518.19
2021-06,2021,6,Brake Pads Set,Brakes,stable,Seattle Pacific,Northwest,wet,518,518,0,13,0,518.19
2021-07,2021,7,Brake Pads Set,Brakes,stable,Seattle Pacific,Northwest,wet,462,462,0,13,0,518.19
2021-08,2021,8,Brake Pads Set,Brakes,stable,Seattle Pacific,Northwest,wet,424,424,0,10,0,518.19
2021-09,2021,9,Brake Pads Set,Brakes,stable,Seattle Pacific,Northwest,wet,442,442,0,9,0,518.19
2021-10,2021,10,Brake Pads Set,Brakes,stable,Seattle Pacific,Northwest,wet,369,369,0,7,0,518.19
2021-11,2021,11,Brake Pads Set,Brakes,stable,Seattle Pacific,Northwest,wet,491,491,0,8,0,518.19
2021-12,2021,12,Brake Pads Set,Brakes,stable,Seattle Pacific,Northwest,wet,439,439,0,18,0,518.19
2022-01,2022,1,Brake Pads Set,Brakes,stable,Seattle Pacific,Northwest,wet,434,434,0,11,0,518.19
2022-02,2022,2,Brake Pads Set,Brakes,stable,Seattle Pacific,Northwest,wet,435,432,3,15,0,518.19
2022-03,2022,3,Brake Pads Set,Brakes,stable,Seattle Pacific,Northwest,wet,440,440,0,13,0,518.19
2022-04,2022,4,Brake Pads Set,Brakes,stable,Seattle Pacific,Northwest,wet,488,488,0,10,0,518.19
2022-05,2022,5,Brake Pads Set,Brakes,stable,Seattle Pacific,Northwest,wet,495,495,0,10,0,518.19
2022-06,2022,6,Brake Pads Set,Brakes,stable,Seattle Pacific,Northwest,wet,475,475,0,16,0,518.19
2022-07,2022,7,Brake Pads Set,Brakes,stable,Seattle Pacific,Northwest,wet,441,441,0,10,0,518.19
2022-08,2022,8,Brake Pads Set,Brakes,stable,Seattle Pacific,Northwest,wet,448,448,0,17,0,518.19
2022-09,2022,9,Brake Pads Set,Brakes,stable,Seattle Pacific,Northwest,wet,407,401,6,7,0,518.19
2022-10,2022,10,Brake Pads Set,Brakes,stable,Seattle Pacific,Northwest,wet,498,498,0,15,0,518.19
2022-11,2022,11,Brake Pads Set,Brakes,stable,Seattle Pacific,Northwest,wet,389,389,0,13,0,518.19
2022-12,2022,12,Brake Pads Set,Brakes,stable,Seattle Pacific,Northwest,wet,498,498,0,11,0,518.19
2023-01,2023,1,Brake Pads Set,Brakes,stable,Seattle Pacific,Northwest,wet,489,489,0,11,0,518.19
2023-02,2023,2,Brake Pads Set,Brakes,stable,Seattle Pacific,Northwest,wet,422,422,0,18,0,518.19
2023-03,2023,3,Brake Pads Set,Brakes,stable,Seattle Pacific,Northwest,wet,568,568,0,13,0,518.19
2023-04,2023,4,Brake Pads Set,Brakes,stable,Seattle Pacific,Northwest,wet,498,498,0,13,0,518.19
2023-05,2023,5,Brake Pads Set,Brakes,stable,Seattle Pacific,Northwest,wet,494,494,0,13,0,518.19
2023-06,2023,6,Brake Pads Set,Brakes,stable,Seattle Pacific,Northwest,wet,453,453,0,10,0,518.19
2023-07,2023,7,Brake Pads Set,Brakes,stable,Seattle Pacific,Northwest,wet,453,453,0,15,0,518.19
2023-08,2023,8,Brake Pads Set,Brakes,stable,Seattle Pacific,Northwest,wet,423,423,0,14,0,518.19
2023-09,2023,9,Brake Pads Set,Brakes,stable,Seattle Pacific,Northwest,wet,436,436,0,11,0,518.19
2023-10,2023,10,Brake Pads Set,Brakes,stable,Seattle Pacific,Northwest,wet,468,468,0,16,0,518.19
2023-11,2023,11,Brake Pads Set,Brakes,stable,Seattle Pacific,Northwest,wet,454,454,0,10,0,518.19
2023-12,2023,12,Brake Pads Set,Brakes,stable,Seattle Pacific,Northwest,wet,418,418,0,4,0,518.19
2024-01,2024,1,Brake Pads Set,Brakes,stable,Seattle Pacific,Northwest,wet,470,458,12,13,0,518.19
2024-02,2024,2,Brake Pads Set,Brakes,stable,Seattle Pacific,Northwest,wet,509,490,19,23,0,518.19
2024-03,2024,3,Brake Pads Set,Brakes,stable,Seattle Pacific,Northwest,wet,483,483,0,7,0,518.19
2024-04,2024,4,Brake Pads Set,Brakes,stable,Seattle Pacific,Northwest,wet,489,489,0,10,0,518.19
2024-05,2024,5,Brake Pads Set,Brakes,stable,Seattle Pacific,Northwest,wet,451,451,0,12,0,518.19
2024-06,2024,6,Brake Pads Set,Brakes,stable,Seattle Pacific,Northwest,wet,419,419,0,14,0,518.19
2024-07,2024,7,Brake Pads Set,Brakes,stable,Seattle Pacific,Northwest,wet,410,410,0,7,0,518.19
2024-08,2024,8,Brake Pads Set,Brakes,stable,Seattle Pacific,Northwest,wet,372,372,0,9,0,518.19
2024-09,2024,9,Brake Pads Set,Brakes,stable,Seattle Pacific,Northwest,wet,454,445,9,14,0,518.19
2024-10,2024,10,Brake Pads Set,Brakes,stable,Seattle Pacific,Northwest,wet,416,416,0,10,0,518.19
2024-11,2024,11,Brake Pads Set,Brakes,stable,Seattle Pacific,Northwest,wet,431,431,0,9,0,518.19
2024-12,2024,12,Brake Pads Set,Brakes,stable,Seattle Pacific,Northwest,wet,342,342,0,7,0,518.19
2025-01,2025,1,Brake Pads Set,Brakes,stable,Seattle Pacific,Northwest,wet,417,417,0,10,0,518.19
2025-02,2025,2,Brake Pads Set,Brakes,stable,Seattle Pacific,Northwest,wet,492,492,0,13,0,518.19
2021-01,2021,1,Brake Pads Set,Brakes,stable,Miami East,Southeast,hot,414,414,0,3,0,115.08
2021-02,2021,2,Brake Pads Set,Brakes,stable,Miami East,Southeast,hot,406,406,0,3,0,115.08
2021-03,2021,3,Brake Pads Set,Brakes,stable,Miami East,Southeast,hot,451,451,0,7,0,115.08
2021-04,2021,4,Brake Pads Set,Brakes,stable,Miami East,Southeast,hot,456,456,0,4,0,115.08
2021-05,2021,5,Brake Pads Set,Brakes,stable,Miami East,Southeast,hot,449,449,0,6,0,115.08
2021-06,2021,6,Brake Pads Set,Brakes,stable,Miami East,Southeast,hot,439,439,0,7,0,115.08
2021-07,2021,7,Brake Pads Set,Brakes,stable,Miami East,Southeast,hot,473,473,0,2,0,115.08
2021-08,2021,8,Brake Pads Set,Brakes,stable,Miami East,Southeast,hot,374,374,0,6,0,115.08
2021-09,2021,9,Brake Pads Set,Brakes,stable,Miami East,Southeast,hot,400,400,0,3,0,115.08
2021-10,2021,10,Brake Pads Set,Brakes,stable,Miami East,Southeast,hot,437,437,0,3,0,115.08
2021-11,2021,11,Brake Pads Set,Brakes,stable,Miami East,Southeast,hot,471,455,16,6,0,115.08
2021-12,2021,12,Brake Pads Set,Brakes,stable,Miami East,Southeast,hot,380,380,0,7,0,115.08
2022-01,2022,1,Brake Pads Set,Brakes,stable,Miami East,Southeast,hot,410,410,0,3,0,115.08
2022-02,2022,2,Brake Pads Set,Brakes,stable,Miami East,Southeast,hot,476,476,0,6,0,115.08
2022-03,2022,3,Brake Pads Set,Brakes,stable,Miami East,Southeast,hot,455,455,0,4,0,115.08
2022-04,2022,4,Brake Pads Set,Brakes,stable,Miami East,Southeast,hot,448,448,0,5,0,115.08
2022-05,2022,5,Brake Pads Set,Brakes,stable,Miami East,Southeast,hot,455,455,0,6,0,115.08
2022-06,2022,6,Brake Pads Set,Brakes,stable,Miami East,Southeast,hot,418,418,0,5,0,115.08
2022-07,2022,7,Brake Pads Set,Brakes,stable,Miami East,Southeast,hot,430,430,0,5,0,115.08
2022-08,2022,8,Brake Pads Set,Brakes,stable,Miami East,Southeast,hot,401,400,1,2,0,115.08
2022-09,2022,9,Brake Pads Set,Brakes,stable,Miami East,Southeast,hot,400,400,0,6,0,115.08
2022-10,2022,10,Brake Pads Set,Brakes,stable,Miami East,Southeast,hot,402,402,0,5,0,115.08
2022-11,2022,11,Brake Pads Set,Brakes,stable,Miami East,Southeast,hot,402,402,0,6,0,115.08
2022-12,2022,12,Brake Pads Set,Brakes,stable,Miami East,Southeast,hot,449,449,0,2,0,115.08
2023-01,2023,1,Brake Pads Set,Brakes,stable,Miami East,Southeast,hot,518,511,7,5,0,115.08
2023-02,2023,2,Brake Pads Set,Brakes,stable,Miami East,Southeast,hot,371,371,0,4,0,115.08
2023-03,2023,3,Brake Pads Set,Brakes,stable,Miami East,Southeast,hot,474,474,0,2,0,115.08
2023-04,2023,4,Brake Pads Set,Brakes,stable,Miami East,Southeast,hot,415,415,0,3,0,115.08
2023-05,2023,5,Brake Pads Set,Brakes,stable,Miami East,Southeast,hot,458,458,0,5,0,115.08
2023-06,2023,6,Brake Pads Set,Brakes,stable,Miami East,Southeast,hot,432,429,3,6,0,115.08
2023-07,2023,7,Brake Pads Set,Brakes,stable,Miami East,Southeast,hot,466,466,0,4,0,115.08
2023-08,2023,8,Brake Pads Set,Brakes,stable,Miami East,Southeast,hot,449,439,10,7,0,115.08
2023-09,2023,9,Brake Pads Set,Brakes,stable,Miami East,Southeast,hot,408,401,7,5,0,115.08
2023-10,2023,10,Brake Pads Set,Brakes,stable,Miami East,Southeast,hot,437,425,12,6,0,115.08
2023-11,2023,11,Brake Pads Set,Brakes,stable,Miami East,Southeast,hot,342,342,0,4,0,115.08
2023-12,2023,12,Brake Pads Set,Brakes,stable,Miami East,Southeast,hot,486,473,13,5,0,115.08
2024-01,2024,1,Brake Pads Set,Brakes,stable,Miami East,Southeast,hot,433,427,6,5,0,115.08
2024-02,2024,2,Brake Pads Set,Brakes,stable,Miami East,Southeast,hot,490,490,0,9,0,115.08
2024-03,2024,3,Brake Pads Set,Brakes,stable,Miami East,Southeast,hot,397,397,0,4,0,115.08
2024-04,2024,4,Brake Pads Set,Brakes,stable,Miami East,Southeast,hot,413,413,0,5,0,115.08
2024-05,2024,5,Brake Pads Set,Brakes,stable,Miami East,Southeast,hot,443,443,0,6,0,115.08
2024-06,2024,6,Brake Pads Set,Brakes,stable,Miami East,Southeast,hot,430,430,0,6,0,115.08
2024-07,2024,7,Brake Pads Set,Brakes,stable,Miami East,Southeast,hot,430,430,0,2,0,115.08
2024-08,2024,8,Brake Pads Set,Brakes,stable,Miami East,Southeast,hot,446,446,0,5,0,115.08
2024-09,2024,9,Brake Pads Set,Brakes,stable,Miami East,Southeast,hot,361,361,0,4,0,115.08
2024-10,2024,10,Brake Pads Set,Brakes,stable,Miami East,Southeast,hot,432,432,0,8,0,115.08
2024-11,2024,11,Brake Pads Set,Brakes,stable,Miami East,Southeast,hot,426,426,0,5,0,115.08
2024-12,2024,12,Brake Pads Set,Brakes,stable,Miami East,Southeast,hot,423,423,0,5,0,115.08
2025-01,2025,1,Brake Pads Set,Brakes,stable,Miami East,Southeast,hot,389,386,3,8,0,115.08
2025-02,2025,2,Brake Pads Set,Brakes,stable,Miami East,Southeast,hot,447,447,0,5,0,115.08
2021-01,2021,1,Brake Pads Set,Brakes,stable,Columbus Midwest,Midwest,cold,386,386,0,12,0,471.43
2021-02,2021,2,Brake Pads Set,Brakes,stable,Columbus Midwest,Midwest,cold,319,312,7,5,0,471.43
2021-03,2021,3,Brake Pads Set,Brakes,stable,Columbus Midwest,Midwest,cold,372,372,0,9,0,471.43
2021-04,2021,4,Brake Pads Set,Brakes,stable,Columbus Midwest,Midwest,cold,383,383,0,15,0,471.43
2021-05,2021,5,Brake Pads Set,Brakes,stable,Columbus Midwest,Midwest,cold,364,364,0,5,0,471.43
2021-06,2021,6,Brake Pads Set,Brakes,stable,Columbus Midwest,Midwest,cold,313,303,10,3,0,471.43
2021-07,2021,7,Brake Pads Set,Brakes,stable,Columbus Midwest,Midwest,cold,348,348,0,8,0,471.43
2021-08,2021,8,Brake Pads Set,Brakes,stable,Columbus Midwest,Midwest,cold,339,339,0,6,0,471.43
2021-09,2021,9,Brake Pads Set,Brakes,stable,Columbus Midwest,Midwest,cold,337,337,0,3,0,471.43
2021-10,2021,10,Brake Pads Set,Brakes,stable,Columbus Midwest,Midwest,cold,323,321,2,6,0,471.43
2021-11,2021,11,Brake Pads Set,Brakes,stable,Columbus Midwest,Midwest,cold,349,349,0,9,0,471.43
2021-12,2021,12,Brake Pads Set,Brakes,stable,Columbus Midwest,Midwest,cold,364,364,0,6,0,471.43
2022-01,2022,1,Brake Pads Set,Brakes,stable,Columbus Midwest,Midwest,cold,370,369,1,6,0,471.43
2022-02,2022,2,Brake Pads Set,Brakes,stable,Columbus Midwest,Midwest,cold,357,357,0,10,0,471.43
2022-03,2022,3,Brake Pads Set,Brakes,stable,Columbus Midwest,Midwest,cold,361,348,13,7,0,471.43
2022-04,2022,4,Brake Pads Set,Brakes,stable,Columbus Midwest,Midwest,cold,377,377,0,10,0,471.43
2022-05,2022,5,Brake Pads Set,Brakes,stable,Columbus Midwest,Midwest,cold,335,335,0,6,0,471.43
2022-06,2022,6,Brake Pads Set,Brakes,stable,Columbus Midwest,Midwest,cold,380,366,14,12,0,471.43
2022-07,2022,7,Brake Pads Set,Brakes,stable,Columbus Midwest,Midwest,cold,357,357,0,8,0,471.43
2022-08,2022,8,Brake Pads Set,Brakes,stable,Columbus Midwest,Midwest,cold,349,349,0,4,0,471.43
2022-09,2022,9,Brake Pads Set,Brakes,stable,Columbus Midwest,Midwest,cold,369,369,0,11,0,471.43
2022-10,2022,10,Brake Pads Set,Brakes,stable,Columbus Midwest,Midwest,cold,283,283,0,6,0,471.43
2022-11,2022,11,Brake Pads Set,Brakes,stable,Columbus Midwest,Midwest,cold,302,302,0,4,0,471.43
2022-12,2022,12,Brake Pads Set,Brakes,stable,Columbus Midwest,Midwest,cold,374,365,9,5,0,471.43
2023-01,2023,1,Brake Pads Set,Brakes,stable,Columbus Midwest,Midwest,cold,357,357,0,8,0,471.43
2023-02,2023,2,Brake Pads Set,Brakes,stable,Columbus Midwest,Midwest,cold,371,371,0,3,0,471.43
2023-03,2023,3,Brake Pads Set,Brakes,stable,Columbus Midwest,Midwest,cold,379,379,0,6,0,471.43
2023-04,2023,4,Brake Pads Set,Brakes,stable,Columbus Midwest,Midwest,cold,394,394,0,5,0,471.43
2023-05,2023,5,Brake Pads Set,Brakes,stable,Columbus Midwest,Midwest,cold,399,399,0,8,0,471.43
2023-06,2023,6,Brake Pads Set,Brakes,stable,Columbus Midwest,Midwest,cold,380,376,4,7,0,471.43
2023-07,2023,7,Brake Pads Set,Brakes,stable,Columbus Midwest,Midwest,cold,365,365,0,7,0,471.43
2023-08,2023,8,Brake Pads Set,Brakes,stable,Columbus Midwest,Midwest,cold,288,281,7,4,0,471.43
2023-09,2023,9,Brake Pads Set,Brakes,stable,Columbus Midwest,Midwest,cold,364,364,0,3,0,471.43
2023-10,2023,10,Brake Pads Set,Brakes,stable,Columbus Midwest,Midwest,cold,374,374,0,8,0,471.43
2023-11,2023,11,Brake Pads Set,Brakes,stable,Columbus Midwest,Midwest,cold,382,382,0,7,0,471.43
2023-12,2023,12,Brake Pads Set,Brakes,stable,Columbus Midwest,Midwest,cold,339,339,0,8,0,471.43
